"","logFC","logCPM","PValue","FDR"
"Lus10001041.g.BGIv1.0",-4.50510072217465,6.67097348382386,0,0
"Lus10008935.g.BGIv1.0",3.86453069689416,5.9457761676146,0,0
"Lus10024511.g.BGIv1.0",-3.64089164847613,7.45531783060474,0,0
"Lus10038768.g.BGIv1.0",-3.39134480683881,5.93295233120596,0,0
"Lus10040557.g.BGIv1.0",2.96132212702598,9.51059506102825,0,0
"Lus10003231.g.BGIv1.0",-2.51048819427469,8.5058421952317,0,0
"Lus10037817.g.BGIv1.0",2.47465345311168,7.59964472970239,0,0
"Lus10017095.g.BGIv1.0",2.46106853042454,7.61002498091174,0,0
"Lus10015339.g.BGIv1.0",-2.11946688947345,7.6714672340729,0,0
"Lus10006009.g.BGIv1.0",2.04925894717913,9.80289668222259,0,0
"Lus10015625.g.BGIv1.0",1.95053238102391,8.40313355442461,0,0
"Lus10012262.g.BGIv1.0",1.7581313542842,7.8884069769359,3.7124509243108e-298,1.34486628442262e-294
"Lus10040131.g.BGIv1.0",2.22924801655986,7.15308370792267,1.57753757271565e-296,5.27516429411707e-293
"Lus10040764.g.BGIv1.0",1.77348323319437,7.85049252002748,2.68991884761924e-291,8.35239015891828e-288
"Lus10001042.g.BGIv1.0",-4.42403438487734,6.00746827441827,3.23800259133603e-254,9.38394737653123e-251
"Lus10025751.g.BGIv1.0",2.26899241178242,6.95022204654812,1.16492177737432e-252,3.16501966151495e-249
"Lus10028689.g.BGIv1.0",-2.72015840922569,6.49939578143294,2.12194532552301e-251,5.42606383798887e-248
"Lus10042281.g.BGIv1.0",2.32849158024703,6.2761320770986,4.82989952750978e-250,1.16644756866876e-246
"Lus10034660.g.BGIv1.0",-3.09011105700974,5.67448575578122,1.60737423551191e-248,3.67758765220728e-245
"Lus10012684.g.BGIv1.0",-3.52339252234445,5.19711823052663,3.87189705246334e-232,8.41576183838169e-229
"Lus10017516.g.BGIv1.0",1.78633654049719,8.79957391846518,4.31983212848998e-228,8.94225821226609e-225
"Lus10016883.g.BGIv1.0",-2.11208412536812,7.10376352597254,5.02551830228891e-220,9.93019573267279e-217
"Lus10017212.g.BGIv1.0",-1.98179471512944,7.14270937154331,1.62884422799348e-218,3.07858641022194e-215
"Lus10022392.g.BGIv1.0",2.09122515063643,6.41840013704393,4.36633361800814e-218,7.90870369618466e-215
"Lus10033987.g.BGIv1.0",1.77320212894255,7.53579796331197,8.47616641217536e-216,1.4738697204147e-212
"Lus10016858.g.BGIv1.0",1.41175505400784,9.14062229323669,1.0483487678734e-209,1.75279881877786e-206
"Lus10016014.g.BGIv1.0",1.63404657063167,7.06078623298075,7.36712443742749e-207,1.18613432007189e-203
"Lus10020493.g.BGIv1.0",-4.00033634365409,5.0238037584648,1.73632897203218e-198,2.69571274082896e-195
"Lus10030635.g.BGIv1.0",1.51861204795769,8.10080779281253,1.08449668810379e-197,1.62566053546758e-194
"Lus10017991.g.BGIv1.0",1.82443481424774,6.87356957229111,7.055288191615e-189,1.02233477659232e-185
"Lus10008742.g.BGIv1.0",2.20005855544243,6.2782264476668,1.18904905343125e-182,1.66739198070032e-179
"Lus10001788.g.BGIv1.0",1.99037609834894,6.46105329504993,2.80382619945568e-180,3.80891027239181e-177
"Lus10038915.g.BGIv1.0",1.5591969893714,6.96780626644599,1.15140804993588e-173,1.51675331329584e-170
"Lus10004906.g.BGIv1.0",-3.7988681344407,4.67447528413792,1.4622675300697e-173,1.86959505293118e-170
"Lus10004410.g.BGIv1.0",-2.85889556258529,5.3028151634255,1.96194979222559e-173,2.43679769765253e-170
"Lus10002555.g.BGIv1.0",-2.47699903997199,6.04201937257967,3.41350364960872e-171,4.12190047644835e-168
"Lus10039314.g.BGIv1.0",-1.49118574949613,6.91809099871296,3.88513637929776e-159,4.56461523093116e-156
"Lus10032178.g.BGIv1.0",-2.15476853784536,6.75958504856351,2.22209743774534e-157,2.54202099253231e-154
"Lus10014508.g.BGIv1.0",-2.55249652452827,5.05034707157949,4.48492967109486e-155,4.99908660851704e-152
"Lus10034467.g.BGIv1.0",1.49208575394982,7.12700657428123,7.59131269289257e-154,8.25004885181833e-151
"Lus10020696.g.BGIv1.0",-1.2472208606192,8.25466296235457,1.1097423002253e-150,1.1766245739779e-147
"Lus10034207.g.BGIv1.0",-1.50837286668323,6.75299567368235,1.10221038892336e-149,1.14081399564017e-146
"Lus10042623.g.BGIv1.0",1.4349965156615,6.93818342226233,2.92916579222675e-149,2.96125037567184e-146
"Lus10039163.g.BGIv1.0",-5.55647097514502,3.98887171635673,4.75660473005289e-148,4.6994173686393e-145
"Lus10008537.g.BGIv1.0",1.29133680069673,7.71955732885286,4.84203710500113e-147,4.67751544425565e-144
"Lus10010883.g.BGIv1.0",2.05152118841806,6.67843541543537,9.20621196358952e-145,8.70007044063478e-142
"Lus10032935.g.BGIv1.0",1.57174027706175,7.2603371487763,2.19970347296069e-144,2.03453850368243e-141
"Lus10033633.g.BGIv1.0",-4.23617105042819,4.07531576051709,3.43300730532506e-140,3.10908876187053e-137
"Lus10008167.g.BGIv1.0",-2.27748386170674,5.20272069857012,8.26976584236757e-140,7.33663246803185e-137
"Lus10006887.g.BGIv1.0",1.57607581814652,6.69606052778278,9.95482784544532e-140,8.65492642538707e-137
"Lus10028589.g.BGIv1.0",-1.65295733891098,7.39455137255792,6.77183486265535e-139,5.77212614342139e-136
"Lus10022191.g.BGIv1.0",-3.42722957106363,4.51975850275837,3.37979621054146e-138,2.82544463593169e-135
"Lus10007656.g.BGIv1.0",1.94269135737673,5.96612092146532,4.72102355339357e-134,3.87221914885985e-131
"Lus10009911.g.BGIv1.0",-1.76500359169725,6.16263589720465,7.70503249516365e-134,6.20269384439369e-131
"Lus10024061.g.BGIv1.0",1.35078866891638,7.19691309050421,1.64034569425754e-133,1.29649941227399e-130
"Lus10036099.g.BGIv1.0",1.48234929993663,6.65131482342025,1.59191148092486e-132,1.23574971405865e-129
"Lus10020437.g.BGIv1.0",1.19249836361887,7.97239572705129,1.38828718492183e-130,1.05877600378486e-127
"Lus10015437.g.BGIv1.0",1.53223424886039,6.17283335237326,1.4895320075861e-127,1.11640423968578e-124
"Lus10030681.g.BGIv1.0",1.86585086415964,5.70327469114233,3.83340691380641e-127,2.82444121949286e-124
"Lus10002741.g.BGIv1.0",-1.66804431065889,6.4420177219406,1.45497445693726e-126,1.05415324362533e-123
"Lus10014150.g.BGIv1.0",1.39039609475669,8.17288626152047,1.7592779066299e-126,1.25373065375587e-123
"Lus10032006.g.BGIv1.0",1.56920938016361,6.31450988353653,1.49214491614349e-120,1.04621018789796e-117
"Lus10032575.g.BGIv1.0",-1.64480211169934,6.50841485610044,2.96271182592684e-120,2.04431818706136e-117
"Lus10007537.g.BGIv1.0",1.08627255552459,8.59697695766651,1.52274332635359e-118,1.0342996115612e-115
"Lus10000474.g.BGIv1.0",-4.22631756651054,4.03354251838665,1.87459418607714e-117,1.25369975173783e-114
"Lus10022476.g.BGIv1.0",1.2702654070339,7.08494004100233,3.50566153617391e-117,2.30900928240933e-114
"Lus10006550.g.BGIv1.0",-1.98337368763295,5.26692817024471,5.73079818576761e-117,3.71826161094781e-114
"Lus10027376.g.BGIv1.0",-2.4791442400657,5.61151809473551,1.55373923922743e-116,9.78878238673272e-114
"Lus10011191.g.BGIv1.0",1.19725709643321,8.88202298003212,6.4808417497776e-116,4.02469531006546e-113
"Lus10030853.g.BGIv1.0",1.04885629765431,7.93982190230833,7.52959652527291e-116,4.61012803591745e-113
"Lus10023418.g.BGIv1.0",-1.41574914117562,7.34601682414894,3.37085965566793e-115,2.03520333460473e-112
"Lus10004130.g.BGIv1.0",1.72291271337775,6.5263743874177,1.63261626056155e-114,9.72211800861249e-112
"Lus10039190.g.BGIv1.0",1.25388719000595,7.17607059226828,1.80251470899301e-114,1.05887995830588e-111
"Lus10024626.g.BGIv1.0",-1.12896195164717,8.08878457133705,2.93422426719004e-113,1.70071550825357e-110
"Lus10034963.g.BGIv1.0",1.85180252841115,5.60213596351,1.03437663559158e-108,5.91649825339492e-106
"Lus10042563.g.BGIv1.0",1.64451053560149,5.9572802184375,5.21084714980378e-108,2.94182774609247e-105
"Lus10022192.g.BGIv1.0",-3.12242783539763,4.20532587183784,2.20817962097986e-107,1.2306637987643e-104
"Lus10025855.g.BGIv1.0",1.21313883569545,7.23025988824028,2.91316460480608e-106,1.60301491817121e-103
"Lus10019932.g.BGIv1.0",-1.36718412113931,6.58546151927502,4.98853669320212e-104,2.71070848237737e-101
"Lus10016046.g.BGIv1.0",1.66603135147845,6.7989617927856,5.45655606257112e-104,2.9284191184695e-101
"Lus10027276.g.BGIv1.0",1.44671821059119,6.24343646528719,7.40037557702291e-104,3.92319178913125e-101
"Lus10025092.g.BGIv1.0",2.18766153928092,4.94289761969774,7.87667227885298e-104,4.12538338113275e-101
"Lus10036153.g.BGIv1.0",1.16150406775391,7.35847391043163,5.13296044402578e-103,2.65636813645529e-100
"Lus10003665.g.BGIv1.0",1.47442797971361,6.25126727580224,6.78619691977869e-103,3.47062077999646e-100
"Lus10037644.g.BGIv1.0",1.41261494002008,6.59594225814719,7.81173662053104e-103,3.94865119338494e-100
"Lus10041986.g.BGIv1.0",1.791774604921,5.99863819819159,2.184537922591e-102,1.09154078198797e-99
"Lus10019060.g.BGIv1.0",-2.96439557546695,4.47632421665194,3.7193811374728e-101,1.83733201621682e-98
"Lus10041830.g.BGIv1.0",-2.21933330127381,4.79188043479851,3.81864671820412e-101,1.86517293805676e-98
"Lus10010242.g.BGIv1.0",1.90698280180544,5.34423800661545,4.80862771162039e-101,2.32262061390945e-98
"Lus10004163.g.BGIv1.0",-1.46328062021949,6.24570401803525,1.50597224471991e-100,7.19407906046366e-98
"Lus10026061.g.BGIv1.0",1.45938785215499,7.34967932210601,6.27902191004109e-100,2.96690610273257e-97
"Lus10025060.g.BGIv1.0",1.71370860455498,6.01265036634003,3.90977732844137e-99,1.82754763703951e-96
"Lus10003265.g.BGIv1.0",-2.12477702644518,5.75737474208426,8.59851918563456e-99,3.97644922892255e-96
"Lus10011137.g.BGIv1.0",1.57169488634699,5.93455476309263,1.58558945734506e-98,7.25549045265758e-96
"Lus10035620.g.BGIv1.0",-1.5813564047198,6.28055471594004,2.17101233241721e-98,9.83084136484464e-96
"Lus10009898.g.BGIv1.0",-5.69351898644163,3.43411584214136,4.99400263769333e-98,2.23808545013574e-95
"Lus10001725.g.BGIv1.0",1.64137547258246,6.28599182353013,3.91011461058709e-97,1.73445502282481e-94
"Lus10028377.g.BGIv1.0",-1.5699352122798,5.75255960671877,2.66400927507906e-96,1.16976916360567e-93
"Lus10011237.g.BGIv1.0",1.75041057574503,5.36302109785415,3.53508507056201e-96,1.53673683102401e-93
"Lus10024293.g.BGIv1.0",1.13905009006586,7.87886786796755,5.2468731759005e-96,2.25828538445119e-93
"Lus10020994.g.BGIv1.0",-1.3562985503749,6.46315593647987,5.66982937812411e-95,2.41640345976895e-92
"Lus10010855.g.BGIv1.0",1.59271291292169,6.09268747303664,3.22695512932552e-92,1.33599015644676e-89
"Lus10003267.g.BGIv1.0",-1.60255473526247,6.06763122163524,1.02252772999035e-91,4.1628020879189e-89
"Lus10041914.g.BGIv1.0",1.64928863876528,5.59410384956738,4.10707181258684e-91,1.65313443300891e-88
"Lus10009350.g.BGIv1.0",1.38272352686843,6.06772870595986,1.69364728377343e-90,6.75454505256097e-88
"Lus10014041.g.BGIv1.0",1.56411766661618,5.9633557204539,5.00599494976903e-90,1.97832369510372e-87
"Lus10025902.g.BGIv1.0",-1.80786366806523,5.20926555299594,1.86919882290476e-89,7.25499482415113e-87
"Lus10039911.g.BGIv1.0",1.94221426485296,5.1181897066805,7.02772508408427e-89,2.70355962062148e-86
"Lus10024097.g.BGIv1.0",2.11554948186489,4.77432502614872,7.13897734168489e-89,2.72226740368758e-86
"Lus10006549.g.BGIv1.0",-2.02043566610431,4.76279194369453,8.95015324172001e-89,3.38323575278966e-86
"Lus10006552.g.BGIv1.0",-1.90521915543836,4.88084809747337,2.19591977477895e-88,8.22920935598411e-86
"Lus10006068.g.BGIv1.0",1.35999830540126,6.17156457156904,4.42909359328373e-88,1.64561647515929e-85
"Lus10029062.g.BGIv1.0",-1.41208568581568,6.01090018775874,1.61790438161527e-87,5.96033231976247e-85
"Lus10042562.g.BGIv1.0",1.55892350203105,5.93936045469881,4.78828064476583e-87,1.7491709908287e-84
"Lus10018839.g.BGIv1.0",1.64290156646391,5.43997506043841,5.56610959114568e-87,2.01636958363912e-84
"Lus10004908.g.BGIv1.0",-3.81351005437923,3.87793771183312,1.19239480860267e-86,4.28385080369974e-84
"Lus10008307.g.BGIv1.0",1.34154452239102,6.95027300520367,4.38995949649973e-86,1.5642289284618e-83
"Lus10008564.g.BGIv1.0",-1.32340520589066,6.60384973800528,9.72195244109734e-86,3.4359593054223e-83
"Lus10010061.g.BGIv1.0",1.27091268308604,6.31690611552943,1.15405598677061e-85,4.04580385491172e-83
"Lus10009643.g.BGIv1.0",1.19992733530765,6.87430731198864,1.52059186334085e-81,5.24616261041983e-79
"Lus10037484.g.BGIv1.0",1.1674844549866,6.32052437392483,1.98240037678955e-81,6.785584785781e-79
"Lus10002139.g.BGIv1.0",1.11329371763043,6.57624401544861,2.18264406643854e-81,7.41263439157419e-79
"Lus10035912.g.BGIv1.0",2.19142992032789,4.52274755368532,4.08024966507436e-81,1.37498087744533e-78
"Lus10018353.g.BGIv1.0",1.19669906255167,6.30297706595427,4.57844523161784e-80,1.50779994442166e-77
"Lus10021462.g.BGIv1.0",1.45482182047021,5.46435018492219,5.87203336516004e-77,1.91927189787122e-74
"Lus10004379.g.BGIv1.0",1.23276470392395,6.73823711472449,1.14249479038875e-76,3.6789178542955e-74
"Lus10029455.g.BGIv1.0",-1.56008007097389,5.49449990236269,3.52086796790585e-76,1.12540920171202e-73
"Lus10028459.g.BGIv1.0",1.49802988715005,6.07977110693607,3.74842474502367e-76,1.18939979628412e-73
"Lus10005953.g.BGIv1.0",-1.31244786642754,5.99819685550308,8.14754821043957e-76,2.56653672649289e-73
"Lus10000428.g.BGIv1.0",1.36382716656896,5.61405590116668,9.32053687755457e-76,2.91491409067752e-73
"Lus10018484.g.BGIv1.0",1.11978360196695,8.30882397679123,1.10960220797329e-75,3.44539411305764e-73
"Lus10019882.g.BGIv1.0",-1.50758165290938,5.27785119351885,1.52275500007799e-75,4.69472926300641e-73
"Lus10002093.g.BGIv1.0",1.36016092911389,5.83911335241401,2.01522189585227e-75,6.16927542497141e-73
"Lus10033038.g.BGIv1.0",1.51211624063891,6.8791727646808,3.17603144804938e-75,9.65491350196885e-73
"Lus10006590.g.BGIv1.0",1.5790081697999,5.23097036678636,3.89658169770479e-75,1.17630765958976e-72
"Lus10021936.g.BGIv1.0",-2.16027062673478,5.13372859866963,4.51977754252355e-75,1.35502930724856e-72
"Lus10041684.g.BGIv1.0",-1.1636155638161,6.10735126079352,5.68829921684648e-75,1.69367161133927e-72
"Lus10036541.g.BGIv1.0",1.69484856905634,5.51825403940469,4.37436240724975e-74,1.28485073111861e-71
"Lus10036312.g.BGIv1.0",1.28568043168587,6.0519694237896,7.77844440767567e-74,2.2693742070206e-71
"Lus10015569.g.BGIv1.0",1.32521323146905,7.04066104119811,1.58415528014554e-73,4.59098761221378e-71
"Lus10008753.g.BGIv1.0",1.52521699617253,5.12430609141484,1.94238948453289e-73,5.59189491934631e-71
"Lus10033385.g.BGIv1.0",-2.49289213100652,4.55049800934799,2.72247732869584e-73,7.78610604971953e-71
"Lus10001084.g.BGIv1.0",1.74670349497961,5.67578396569026,3.12912305366495e-73,8.89059531149472e-71
"Lus10024534.g.BGIv1.0",1.76446733650511,5.46854711269542,2.45640087954868e-72,6.93390926200393e-70
"Lus10006657.g.BGIv1.0",-2.19633556020979,4.98274346642476,3.036073731412e-72,8.51491362440071e-70
"Lus10038011.g.BGIv1.0",1.15919159075483,6.05923223350108,5.71820280528023e-72,1.59343585992524e-69
"Lus10025535.g.BGIv1.0",-3.2452681940871,4.19789123849009,5.8839675499757e-72,1.62918441633754e-69
"Lus10018146.g.BGIv1.0",1.44017290403566,5.369443679812,1.17991494199101e-71,3.24633433185388e-69
"Lus10023895.g.BGIv1.0",1.44918290118174,6.27849193620045,1.9408561581832e-71,5.30634956304289e-69
"Lus10033549.g.BGIv1.0",1.51274766358575,5.23750797450547,3.06001747942903e-71,8.31387624051622e-69
"Lus10027199.g.BGIv1.0",1.06583051610218,6.52931641036977,3.69738293444285e-71,9.98316357410964e-69
"Lus10014405.g.BGIv1.0",1.11563592565057,6.37753598379245,2.0114031859288e-70,5.39738937626611e-68
"Lus10020524.g.BGIv1.0",1.24588800316161,5.93517971277941,3.89689650162752e-70,1.03927599890951e-67
"Lus10016277.g.BGIv1.0",1.40699203662845,5.42468217631985,7.22356035344694e-70,1.91472800076032e-67
"Lus10015354.g.BGIv1.0",-1.84627153640213,4.69559141127852,1.45657381178567e-69,3.81438073326114e-67
"Lus10002540.g.BGIv1.0",1.00349033184104,6.60700405066356,4.40054360114688e-69,1.13192917683702e-66
"Lus10023787.g.BGIv1.0",1.24700890757434,6.15046076850638,1.28316926925276e-68,3.2812147825698e-66
"Lus10034601.g.BGIv1.0",1.02019371699741,7.06435245654102,7.41325328179006e-68,1.88457037083448e-65
"Lus10036282.g.BGIv1.0",1.41634943061483,5.46201550588294,1.05353661868948e-67,2.66269129947967e-65
"Lus10028337.g.BGIv1.0",-1.08054181976891,7.30893376338653,1.43195657162471e-66,3.59818405347386e-64
"Lus10037550.g.BGIv1.0",1.29977239272065,6.11690196829517,1.75241661900037e-66,4.37812085313593e-64
"Lus10020536.g.BGIv1.0",1.4275290582341,5.53425176420504,2.01859865681508e-66,5.01431441202334e-64
"Lus10036892.g.BGIv1.0",1.52158379410003,5.26748851591565,2.03651151155549e-66,5.03006772266072e-64
"Lus10025446.g.BGIv1.0",1.29560188318346,6.27367451631633,6.75817793656642e-66,1.65980086486146e-63
"Lus10006087.g.BGIv1.0",1.17132643645852,5.89661833632971,2.17803972710867e-65,5.31918904365961e-63
"Lus10027202.g.BGIv1.0",-3.05131969314425,3.53191726276777,3.5327213287069e-65,8.57938150168813e-63
"Lus10015311.g.BGIv1.0",-1.60264156668999,5.47103014818877,1.35498845914595e-64,3.25429300041623e-62
"Lus10005358.g.BGIv1.0",-2.92248367440437,3.54053893596005,1.92943799920653e-64,4.60849446502786e-62
"Lus10007234.g.BGIv1.0",1.39968035722877,5.42412731763884,8.17319475010843e-64,1.9309616792498e-61
"Lus10029702.g.BGIv1.0",1.3827602788785,5.3452876006647,1.90970672812603e-63,4.48739790153332e-61
"Lus10032261.g.BGIv1.0",-1.62473114093762,5.49347190344496,8.28792548085649e-63,1.93701294934576e-60
"Lus10026377.g.BGIv1.0",1.75459339847006,4.88462837378933,1.02620443061861e-62,2.38556859911345e-60
"Lus10032926.g.BGIv1.0",-1.29648210369209,5.83358194079374,1.09054336590231e-62,2.52164950314571e-60
"Lus10002249.g.BGIv1.0",1.20035897078303,6.00511278209774,1.7559607348326e-62,4.03880259809037e-60
"Lus10042593.g.BGIv1.0",-1.38909449265168,5.24002309890516,2.41654832919007e-62,5.52893539043271e-60
"Lus10018308.g.BGIv1.0",1.82318142490591,4.939102858618,4.58798553469987e-62,1.04421109517769e-59
"Lus10011658.g.BGIv1.0",-3.24504081232147,3.38836661797817,6.89058705839798e-62,1.56010786466468e-59
"Lus10025232.g.BGIv1.0",2.40810747598779,3.79073692841189,2.39999334549e-61,5.4057052187459e-59
"Lus10041843.g.BGIv1.0",1.2150006842719,6.96824564172505,2.85152425643903e-61,6.38961912121965e-59
"Lus10038646.g.BGIv1.0",1.17318267919084,5.93437343962886,8.32599523781052e-61,1.8466292805248e-58
"Lus10035997.g.BGIv1.0",1.00816755003791,6.53708777513064,9.27191422518954e-61,2.04598671717368e-58
"Lus10019348.g.BGIv1.0",-1.30428710324508,5.29081671777887,3.14679907699422e-60,6.87409561186008e-58
"Lus10003298.g.BGIv1.0",1.35117022637416,6.00463314777613,8.08836646418557e-60,1.74930039086871e-57
"Lus10021370.g.BGIv1.0",1.62977832774423,4.96370103795,1.16550666211306e-59,2.50820495587706e-57
"Lus10012742.g.BGIv1.0",1.43857721011437,5.09012865084094,4.3050348983854e-59,9.2189247323996e-57
"Lus10008392.g.BGIv1.0",-1.30170039170632,5.68263855171427,4.35679623793408e-59,9.28403378721727e-57
"Lus10014008.g.BGIv1.0",1.46671394690252,4.99522946873505,5.04230225560393e-59,1.06923864074809e-56
"Lus10041683.g.BGIv1.0",1.14514651532174,7.65985099499966,6.33383787850426e-59,1.33659352629349e-56
"Lus10040457.g.BGIv1.0",1.41824063574924,5.51079470150265,9.96930263356393e-59,2.09360171393071e-56
"Lus10013401.g.BGIv1.0",1.37220201702754,5.49198594003064,1.75744162129927e-58,3.67296849612985e-56
"Lus10013173.g.BGIv1.0",1.53731393993377,5.10243107812891,1.79497567326695e-58,3.73346351639175e-56
"Lus10033927.g.BGIv1.0",2.1244079095574,4.35209332174222,2.10684015977445e-58,4.361259456455e-56
"Lus10022762.g.BGIv1.0",-2.58979577897821,3.57646528718231,7.97072518809643e-58,1.62673894202695e-55
"Lus10019801.g.BGIv1.0",-2.10383707806358,4.44931000563284,4.46008697887958e-57,9.06002061022776e-55
"Lus10027598.g.BGIv1.0",-1.3293799632745,5.63310223953803,7.62738409927665e-57,1.53504636194285e-54
"Lus10001654.g.BGIv1.0",1.14005971462239,5.85414056956041,1.17010969618807e-56,2.33329534876107e-54
"Lus10006983.g.BGIv1.0",1.20888603838071,6.01293038837096,2.55357435382489e-56,5.06878679155807e-54
"Lus10006105.g.BGIv1.0",2.09032045247975,4.26345202019512,2.89437886817915e-56,5.71916108084616e-54
"Lus10016603.g.BGIv1.0",1.14856851408652,6.09271672507692,3.13881137505346e-56,6.17408458302937e-54
"Lus10005059.g.BGIv1.0",1.30346969434093,5.3557658783138,5.71912355112247e-56,1.11989198149029e-53
"Lus10021082.g.BGIv1.0",-2.97241121506827,3.66815569808521,7.11934768759471e-56,1.38782584451762e-53
"Lus10041748.g.BGIv1.0",1.75361316004531,4.44296658071513,7.63996890127475e-56,1.48266557190765e-53
"Lus10020537.g.BGIv1.0",1.50028739852769,4.91774865746239,1.16809076044914e-55,2.25680326433264e-53
"Lus10018786.g.BGIv1.0",-4.10535233252198,2.89149687032577,2.25160795151119e-55,4.31187882203273e-53
"Lus10030449.g.BGIv1.0",-1.35873540802365,5.46779726436678,1.36527202515369e-54,2.56925282274702e-52
"Lus10004990.g.BGIv1.0",1.13715827692236,5.58300269117268,1.76223607020728e-54,3.30198983655089e-52
"Lus10003520.g.BGIv1.0",1.32442223109226,5.9930485291513,3.1623605710444e-54,5.87482805059279e-52
"Lus10028303.g.BGIv1.0",1.52133891992294,5.19393891519021,3.82326672699947e-54,7.07239267614442e-52
"Lus10043313.g.BGIv1.0",-5.19744638606521,2.53694103020128,4.26778680568207e-54,7.86122712838158e-52
"Lus10020733.g.BGIv1.0",1.3860794921713,4.93700674017186,4.38586262723131e-54,8.04463435731529e-52
"Lus10024374.g.BGIv1.0",1.35016988259051,5.16213083707245,4.43683365073786e-54,8.10393258954729e-52
"Lus10006302.g.BGIv1.0",-2.10225543961795,4.77525404580246,7.36133723756262e-54,1.33335287939202e-51
"Lus10042865.g.BGIv1.0",1.21202277393536,6.20796757280933,8.79133638769367e-54,1.58576010003914e-51
"Lus10013834.g.BGIv1.0",1.20052019051416,5.50400611321224,2.36597441200602e-53,4.23256270223513e-51
"Lus10032154.g.BGIv1.0",1.076060681272,6.35254822112184,3.65466600880476e-53,6.48457085994905e-51
"Lus10025012.g.BGIv1.0",1.6407439497811,4.7695674829971,1.74961529159043e-52,3.06683573954547e-50
"Lus10041685.g.BGIv1.0",-1.07321755005614,6.82809705537046,3.07616928586923e-52,5.34896620104085e-50
"Lus10004371.g.BGIv1.0",1.64318841954551,4.82585202046774,9.69859061770215e-52,1.67304536802433e-49
"Lus10019489.g.BGIv1.0",1.10200811120599,6.15370408628537,1.11593179453501e-51,1.91741782767713e-49
"Lus10038244.g.BGIv1.0",1.16755858359673,6.12881486608759,1.24481144621036e-51,2.13044088103191e-49
"Lus10041891.g.BGIv1.0",-1.07055941602692,5.88085464568138,1.27685126955723e-51,2.17670594270284e-49
"Lus10034229.g.BGIv1.0",-4.44506779854452,2.58211868951511,2.10207254937374e-51,3.56949983569633e-49
"Lus10040294.g.BGIv1.0",1.34505260355103,5.18766045916003,2.28034899790498e-51,3.85716152871314e-49
"Lus10042714.g.BGIv1.0",1.22347091513269,5.99519815731826,2.41716530260504e-51,4.07273615773425e-49
"Lus10021516.g.BGIv1.0",1.85935113198981,4.42437788771942,2.44582382860099e-51,4.10511226459899e-49
"Lus10006535.g.BGIv1.0",-2.97727269716108,3.48581941552757,8.57059564784235e-51,1.42203192140212e-48
"Lus10013150.g.BGIv1.0",-1.32843282901661,5.03607194423136,2.21345054238099e-50,3.64473138363046e-48
"Lus10039429.g.BGIv1.0",1.81350151584057,4.71696614253241,2.3496172589277e-50,3.85434761746588e-48
"Lus10031235.g.BGIv1.0",-1.96806521839948,3.91476368803192,2.37520519613592e-50,3.8816746271137e-48
"Lus10011523.g.BGIv1.0",1.13808714185983,5.47393951377758,3.11028232526923e-50,5.06393569145239e-48
"Lus10015384.g.BGIv1.0",1.54286533684726,4.8230367447374,3.46824511664165e-50,5.62567475617646e-48
"Lus10039535.g.BGIv1.0",1.73055014817326,4.54883032630132,3.96307002474853e-50,6.38068952021643e-48
"Lus10000429.g.BGIv1.0",1.40775173785788,5.2870798779426,6.99608814794246e-50,1.12223966007087e-47
"Lus10021580.g.BGIv1.0",1.23910588026155,5.09629123163784,7.58269927691806e-50,1.21186588333421e-47
"Lus10036428.g.BGIv1.0",1.19175996401595,5.39813012012759,8.41806603307729e-50,1.34044596528902e-47
"Lus10005086.g.BGIv1.0",-1.03805424276267,6.71583665119263,1.67131172309482e-49,2.64194879689655e-47
"Lus10029179.g.BGIv1.0",1.2715058925068,5.09420533187205,1.70967455434469e-49,2.69279936782312e-47
"Lus10012215.g.BGIv1.0",1.20876744079227,5.16132603022041,3.99811641072388e-49,6.25187476584812e-47
"Lus10020658.g.BGIv1.0",1.24833276312866,5.23490660186635,4.22960260867114e-49,6.5901453405571e-47
"Lus10018410.g.BGIv1.0",1.33656852009795,5.44832036871903,6.90205413236505e-49,1.071568554243e-46
"Lus10008695.g.BGIv1.0",-1.98212187227757,3.89771629872674,1.19104248355492e-48,1.83602155328426e-46
"Lus10041671.g.BGIv1.0",1.01792243824093,6.07106229005016,1.38440426404164e-48,2.12655257110085e-46
"Lus10006886.g.BGIv1.0",1.50181278078668,4.59986923391964,4.06481037911934e-48,6.22187929544708e-46
"Lus10002573.g.BGIv1.0",1.35595321044216,4.90596196895476,5.43265158653424e-48,8.28641393397298e-46
"Lus10034230.g.BGIv1.0",-3.28118936462225,2.90425614797282,1.03461936987921e-47,1.56710587554073e-45
"Lus10014831.g.BGIv1.0",1.40680114588625,5.32481563289793,1.56510033566154e-47,2.36237766290079e-45
"Lus10042778.g.BGIv1.0",1.39272489227409,4.79217450233911,1.83293222312188e-47,2.7475654024597e-45
"Lus10030623.g.BGIv1.0",1.15654873200592,5.45176011469859,2.42964099678831e-47,3.61708643052687e-45
"Lus10043339.g.BGIv1.0",1.8502294134069,4.60727436248199,2.79937705150192e-47,4.15330101726416e-45
"Lus10035241.g.BGIv1.0",-1.01492223081877,6.57041605467213,3.93529742984058e-47,5.81875219634694e-45
"Lus10000453.g.BGIv1.0",-1.34268937165575,5.11972696830298,6.45168586740885e-47,9.47504176831521e-45
