"","logFC","logCPM","PValue","FDR"
"Lus10001217.g.BGIv1.0",1.06818827112799,4.90097682434487,1.37088716840968e-24,7.98844987908008e-23
"Lus10015047.g.BGIv1.0",2.24926387872573,2.91734935583884,1.63689621402556e-24,9.51303680747396e-23
"Lus10043141.g.BGIv1.0",1.14209541470018,4.76203210826939,1.73798324525605e-24,1.00735826206034e-22
"Lus10008082.g.BGIv1.0",1.5759388603446,3.59736314662098,1.82203549728021e-24,1.05466984157481e-22
"Lus10033781.g.BGIv1.0",-6.30258075891567,1.1020414906077,1.97851847373619e-24,1.14220686018308e-22
"Lus10001393.g.BGIv1.0",1.16189400588984,4.42404359459639,2.69796282302779e-24,1.54523243583453e-22
"Lus10003573.g.BGIv1.0",-2.01543411099424,2.91793163513442,2.87442676849883e-24,1.64197379833657e-22
"Lus10004760.g.BGIv1.0",-1.03151872147313,5.29913554906755,2.98775584499814e-24,1.70447157923772e-22
"Lus10024120.g.BGIv1.0",-1.43732842888971,3.6560889875607,4.16518940129534e-24,2.3545506952368e-22
"Lus10011733.g.BGIv1.0",1.33943245459536,4.27914029316492,5.44692995765393e-24,3.07112181827722e-22
"Lus10013174.g.BGIv1.0",1.28635461001202,4.78466696513828,6.03185255691552e-24,3.38773465764438e-22
"Lus10009673.g.BGIv1.0",1.02942635135565,5.12612043324872,6.24969780853631e-24,3.50103883292374e-22
"Lus10010742.g.BGIv1.0",-1.53505242056193,4.55370806675779,6.9719617545063e-24,3.89560603380647e-22
"Lus10006003.g.BGIv1.0",1.31176508408513,4.10979027155306,7.2323181623642e-24,4.02100707723081e-22
"Lus10037616.g.BGIv1.0",1.62569829125319,3.88716190859218,7.23339130545534e-24,4.02100707723081e-22
"Lus10041460.g.BGIv1.0",-2.51353929780263,2.25208744323586,8.55972779412299e-24,4.740126457813e-22
"Lus10015938.g.BGIv1.0",1.04323218282922,4.62370852021411,9.52437243213831e-24,5.26760806612576e-22
"Lus10014009.g.BGIv1.0",1.24651263734967,4.02639326255505,1.01189823050387e-23,5.57518732297004e-22
"Lus10015548.g.BGIv1.0",1.35756923594237,4.02038440283019,1.09726542034453e-23,6.02262943027742e-22
"Lus10025807.g.BGIv1.0",1.47885356266675,3.7445194115757,1.18107937321516e-23,6.45820143811778e-22
"Lus10002051.g.BGIv1.0",1.32830088163174,3.99689886197444,1.25133400627393e-23,6.83376138024298e-22
"Lus10027063.g.BGIv1.0",1.00291325349245,4.64568310871103,2.05269090327625e-23,1.10847858703506e-21
"Lus10019833.g.BGIv1.0",-3.39678087365591,1.98574190621467,2.07063585493763e-23,1.11678177729521e-21
"Lus10039959.g.BGIv1.0",1.34921162953213,4.41389158532561,2.19887534528112e-23,1.18447720117368e-21
"Lus10007300.g.BGIv1.0",1.78967119037429,2.9850021962606,2.39754131164103e-23,1.2883005977546e-21
"Lus10017208.g.BGIv1.0",-1.37195297592206,3.69543881071134,2.58875506367104e-23,1.38590851444389e-21
"Lus10036682.g.BGIv1.0",1.04124450539652,4.8057694725805,2.6549314509501e-23,1.41784428875002e-21
"Lus10043357.g.BGIv1.0",-1.13078948116183,4.81673081177298,3.01288218405191e-23,1.60309671264285e-21
"Lus10009168.g.BGIv1.0",1.14916808009598,4.2254254286773,3.17812823454686e-23,1.68895369784825e-21
"Lus10035127.g.BGIv1.0",1.18434145130008,4.21264463230775,3.18755778597153e-23,1.69189651421207e-21
"Lus10031569.g.BGIv1.0",1.89675679582769,2.99312226845698,6.0234164658252e-23,3.17771768429475e-21
"Lus10014919.g.BGIv1.0",-1.20820766716266,4.05205229387657,7.22838686416685e-23,3.79957926689477e-21
"Lus10009314.g.BGIv1.0",1.29679281808052,3.78487609790397,8.41970097455093e-23,4.40979302487594e-21
"Lus10010702.g.BGIv1.0",-1.54448887032388,3.9251682380663,1.0671729424981e-22,5.56915666066444e-21
"Lus10042292.g.BGIv1.0",-1.70967101592898,3.77980437267187,1.2673923439856e-22,6.57455997439115e-21
"Lus10041562.g.BGIv1.0",1.06964524170482,4.39075138006293,1.41986269692343e-22,7.35671648366609e-21
"Lus10033630.g.BGIv1.0",1.15408875595359,4.11657020684792,1.81333741591008e-22,9.30668132314372e-21
"Lus10027344.g.BGIv1.0",-1.69981275685651,3.4797230902724,2.03332701016674e-22,1.03745021665444e-20
"Lus10015589.g.BGIv1.0",1.05113274638239,4.29993597208039,2.0615306553732e-22,1.05060725814453e-20
"Lus10013884.g.BGIv1.0",1.15441337053453,4.03843299288872,2.6802130029762e-22,1.35883151222308e-20
"Lus10007411.g.BGIv1.0",1.1383735758528,4.36946185758708,2.97712730783004e-22,1.50662050289499e-20
"Lus10031711.g.BGIv1.0",-1.54064002878219,3.94123376125581,3.07064505343581e-22,1.55213966416172e-20
"Lus10019460.g.BGIv1.0",-1.51592340186365,3.27774504983087,3.64975119569962e-22,1.83632331282706e-20
"Lus10024176.g.BGIv1.0",1.3438182994403,3.77920856365827,4.64797797558959e-22,2.32779090526331e-20
"Lus10035692.g.BGIv1.0",-1.06686366972348,4.82020872626747,4.75003711903546e-22,2.37616643960403e-20
"Lus10024643.g.BGIv1.0",1.12637812320422,4.2287313668219,6.46689467209635e-22,3.20550032258496e-20
"Lus10005958.g.BGIv1.0",1.03806279497879,5.21514390508324,6.60975557581581e-22,3.26885875581671e-20
"Lus10006534.g.BGIv1.0",-4.33788372236745,1.14849254784078,8.68322207759868e-22,4.26517906141573e-20
"Lus10008247.g.BGIv1.0",1.04950214412026,4.5721314603483,8.9166427681759e-22,4.37489139701326e-20
"Lus10000626.g.BGIv1.0",-3.8844287194932,1.33975704397631,9.92610179692575e-22,4.86468513206493e-20
"Lus10038588.g.BGIv1.0",-1.19242240987685,4.02479262162443,1.12252864204796e-21,5.46443926074657e-20
"Lus10014873.g.BGIv1.0",-1.36305123987703,3.67110501714402,1.13129470807364e-21,5.50095215376614e-20
"Lus10020644.g.BGIv1.0",-1.87560650201157,2.807461135348,1.41746546054619e-21,6.86176403512287e-20
"Lus10026729.g.BGIv1.0",1.77608625988571,3.26249436337407,1.74199299121637e-21,8.38606614852346e-20
"Lus10029033.g.BGIv1.0",-1.61595068259603,3.23820307225577,1.79752830473885e-21,8.63429314202236e-20
"Lus10026365.g.BGIv1.0",-1.9163131124828,4.07221648395212,1.80816136093225e-21,8.67578173521919e-20
"Lus10020448.g.BGIv1.0",1.23523075551136,3.87430421544361,1.86140148093589e-21,8.9213874065892e-20
"Lus10018407.g.BGIv1.0",1.0665255566476,5.01874158465595,1.91018998051559e-21,9.14513971839132e-20
"Lus10005436.g.BGIv1.0",1.69433807653999,2.98239489547475,1.98919242871175e-21,9.51289153669178e-20
"Lus10024152.g.BGIv1.0",-4.09195206291662,1.51817939714432,1.99851170116804e-21,9.54695628148086e-20
"Lus10043384.g.BGIv1.0",1.14335217103839,4.54747319843612,2.01899996228384e-21,9.62367843864484e-20
"Lus10000346.g.BGIv1.0",-4.47941365764557,1.50730205055332,2.19424636520817e-21,1.04475447691089e-19
"Lus10001800.g.BGIv1.0",1.13959544871255,4.99792995443688,2.432988424499e-21,1.15337447984074e-19
"Lus10026990.g.BGIv1.0",1.11953838869838,4.65176150308603,2.44499122866588e-21,1.1578018921714e-19
"Lus10031151.g.BGIv1.0",-1.1245857506145,4.27596269884742,2.74735047340297e-21,1.29815296118805e-19
"Lus10021721.g.BGIv1.0",1.05615598569206,4.68244612123908,3.70980627308719e-21,1.7359417491644e-19
"Lus10002735.g.BGIv1.0",-4.84075820145772,0.979982374876768,4.83139005321001e-21,2.25591146082806e-19
"Lus10031841.g.BGIv1.0",-1.24397663905328,3.97314489707541,4.83885222412534e-21,2.25697151325056e-19
"Lus10017703.g.BGIv1.0",-2.08695406054214,2.8057963311182,4.87259312659714e-21,2.2702732669486e-19
"Lus10026378.g.BGIv1.0",1.81959672899249,3.01835021797227,4.92608758056672e-21,2.29274039844557e-19
"Lus10024902.g.BGIv1.0",1.61670210340683,3.20296413024825,5.17578467414344e-21,2.40124370938836e-19
"Lus10022310.g.BGIv1.0",-2.80241362940907,2.16119120817871,5.43297460602406e-21,2.51787674945066e-19
"Lus10025732.g.BGIv1.0",1.85070173678074,3.1056242957521,5.59910588507276e-21,2.58934821202125e-19
"Lus10042798.g.BGIv1.0",1.23474037421781,3.79622498587449,6.33409142136797e-21,2.92613483717627e-19
"Lus10019992.g.BGIv1.0",-1.75989249632089,2.99507674666608,6.40556818315099e-21,2.9528786266146e-19
"Lus10040614.g.BGIv1.0",1.86549552717929,2.81538397070276,6.5413925852156e-21,3.00603449153343e-19
"Lus10037968.g.BGIv1.0",1.3632077479051,3.60056893630374,6.61570599579393e-21,3.0368675326627e-19
"Lus10013536.g.BGIv1.0",1.43015180547821,3.64541762913182,7.72078551882953e-21,3.52923519757138e-19
"Lus10005592.g.BGIv1.0",1.01297025651545,4.52448641382707,7.89475152109214e-21,3.60496579173736e-19
"Lus10002946.g.BGIv1.0",1.30894561864614,4.5614393176322,8.29939115048657e-21,3.7857590000294e-19
"Lus10006088.g.BGIv1.0",1.3574991846422,4.30037550610153,9.39573883486437e-21,4.27688128681036e-19
"Lus10006255.g.BGIv1.0",1.00162188284688,4.52931607706148,1.11348714861968e-20,5.05265134004657e-19
"Lus10000478.g.BGIv1.0",-2.19029699292033,2.44495912197833,1.12086449169012e-20,5.08082380795216e-19
"Lus10042197.g.BGIv1.0",1.48661680794641,3.66498496037809,1.2030999743281e-20,5.44224339063649e-19
"Lus10005263.g.BGIv1.0",1.05733390153022,4.13086166513308,1.22693764653983e-20,5.53854687775004e-19
"Lus10015918.g.BGIv1.0",1.50315213550886,3.24696085866607,1.56327912486025e-20,7.02764289935882e-19
"Lus10000193.g.BGIv1.0",-2.38848862963186,3.01907580899867,1.67313079596524e-20,7.50595137578999e-19
"Lus10010597.g.BGIv1.0",1.51343670252958,3.72988820030744,1.77402150584875e-20,7.95035967842795e-19
"Lus10002357.g.BGIv1.0",-2.49856571433033,2.16068625788897,2.40630077393835e-20,1.07396612878721e-18
"Lus10039363.g.BGIv1.0",-4.09512311127299,1.36058166495645,2.6325259230275e-20,1.17012816359845e-18
"Lus10010895.g.BGIv1.0",1.27779623644401,4.28509223141501,3.43799337004044e-20,1.51728943948252e-18
"Lus10012478.g.BGIv1.0",-1.47062289970239,3.59257301327301,3.70591694809126e-20,1.63387338387906e-18
"Lus10019585.g.BGIv1.0",1.40051356630405,3.63242450986694,3.84800975214998e-20,1.69308534347886e-18
"Lus10026548.g.BGIv1.0",1.61357122882268,3.65020916752258,3.99820670526306e-20,1.75739174605147e-18
"Lus10034502.g.BGIv1.0",1.48923974685215,3.26801713274476,5.21732924938035e-20,2.26802519799813e-18
"Lus10003128.g.BGIv1.0",-1.75827137707206,3.10395390377646,5.24929228957551e-20,2.27736512095945e-18
"Lus10022078.g.BGIv1.0",1.74619876883096,3.06297036541554,6.13667024805909e-20,2.65704374853961e-18
"Lus10007530.g.BGIv1.0",-1.1323768314828,4.50438370085092,6.8319324975617e-20,2.93179602765553e-18
"Lus10031810.g.BGIv1.0",-4.38931140865216,1.41711550058085,7.96097281390127e-20,3.40286577377681e-18
"Lus10010285.g.BGIv1.0",-1.90420702112747,2.91699177899817,8.42850897597142e-20,3.59917204022057e-18
"Lus10017685.g.BGIv1.0",-1.24084259890029,4.27200821753397,1.19846518155619e-19,5.05810484538147e-18
"Lus10012221.g.BGIv1.0",1.11812383089632,4.13534173289674,1.21187059483694e-19,5.10972130244001e-18
"Lus10037357.g.BGIv1.0",-1.19103685844764,4.20065144110661,1.24624864137584e-19,5.24958088074119e-18
"Lus10042139.g.BGIv1.0",-1.49897043675403,3.49250871602399,1.27055727400835e-19,5.34162429965346e-18
"Lus10035957.g.BGIv1.0",1.11965919095902,3.98633992876748,1.5176628973555e-19,6.34979054965744e-18
"Lus10010864.g.BGIv1.0",-1.94875140463786,2.88539654077428,1.8537299729567e-19,7.70396707977062e-18
"Lus10031474.g.BGIv1.0",1.24177366774019,3.88976416356873,1.88512350784356e-19,7.82695358256613e-18
"Lus10032786.g.BGIv1.0",-3.19306279828584,1.9327847109154,2.23845375521421e-19,9.24100885022952e-18
"Lus10001011.g.BGIv1.0",1.04237468868215,4.39346167107641,2.39769535647878e-19,9.88901469084337e-18
"Lus10036436.g.BGIv1.0",-1.488024826077,3.31906721970832,2.48794060095597e-19,1.02514943947068e-17
"Lus10031310.g.BGIv1.0",-1.21334787154175,4.32849823988443,2.7795414132549e-19,1.14313571216276e-17
"Lus10036349.g.BGIv1.0",1.22267478731462,3.71896833571955,3.16190121307822e-19,1.29793208341571e-17
"Lus10029661.g.BGIv1.0",1.05839374098745,4.28241304200026,3.36971803654316e-19,1.38193408270347e-17
"Lus10013470.g.BGIv1.0",1.70005620135648,3.28766622378408,3.60718336028211e-19,1.47514457060041e-17
"Lus10034468.g.BGIv1.0",1.07733034362201,4.03564322814796,4.34649814406299e-19,1.77414667437148e-17
"Lus10029183.g.BGIv1.0",-3.88674455091218,1.17156819579048,4.95989475352678e-19,2.01883506395658e-17
"Lus10010861.g.BGIv1.0",-1.53246902512928,3.5280207042297,5.26793021386415e-19,2.14020742361578e-17
"Lus10019461.g.BGIv1.0",-1.42106078448876,4.16746882985002,5.7326721465548e-19,2.32684398583458e-17
"Lus10019989.g.BGIv1.0",-1.55445682862536,3.49938456522192,6.65988877595224e-19,2.69564269068361e-17
"Lus10009777.g.BGIv1.0",1.40516543113215,3.97486420631911,6.93688666430247e-19,2.80514790868737e-17
"Lus10004693.g.BGIv1.0",1.10582718853825,4.64739429777843,6.94670054352888e-19,2.80650575583405e-17
"Lus10022548.g.BGIv1.0",-1.15593474351747,4.2274094674491,7.35601004321733e-19,2.96635540434787e-17
"Lus10011127.g.BGIv1.0",1.09731017427714,3.97012473091198,7.57269847193514e-19,3.04808125253234e-17
"Lus10021196.g.BGIv1.0",-7.77600017137448,0.715523282445354,7.86134519261314e-19,3.16133706630977e-17
"Lus10000479.g.BGIv1.0",-1.93370592000794,2.69128452904467,8.49070201765044e-19,3.40811918198783e-17
"Lus10023622.g.BGIv1.0",1.24970661259395,4.83638838742835,8.5390287639207e-19,3.42435534498521e-17
"Lus10027517.g.BGIv1.0",-1.211049258451,4.62434191158876,9.46407305725329e-19,3.78484562899593e-17
"Lus10008112.g.BGIv1.0",-2.39924356520277,2.22635938649035,1.07820304038242e-18,4.29217622421833e-17
"Lus10003338.g.BGIv1.0",-1.74185188652816,3.24713422606549,1.08604894355541e-18,4.31945412857247e-17
"Lus10002244.g.BGIv1.0",-2.62086579671667,2.38853461256367,1.17365308301567e-18,4.66360815098484e-17
"Lus10042901.g.BGIv1.0",1.69680965963124,3.4427749646167,1.18985085352074e-18,4.71934365450731e-17
"Lus10020245.g.BGIv1.0",1.4910006582533,3.73996812670481,1.20381592135975e-18,4.76603660450179e-17
"Lus10022733.g.BGIv1.0",1.38777503046409,4.02593309381595,1.2629271923172e-18,4.99551482959244e-17
"Lus10018154.g.BGIv1.0",1.86216154841888,3.10303833651937,1.33915676698774e-18,5.27305107044603e-17
"Lus10000362.g.BGIv1.0",1.77092025463762,3.34350939786625,1.34732233104686e-18,5.30040262922515e-17
"Lus10040349.g.BGIv1.0",1.05587540195129,4.11296078769109,1.48416197051348e-18,5.81767403247896e-17
"Lus10000310.g.BGIv1.0",-2.81075141217233,2.12525921681674,1.59657883947153e-18,6.24144592901682e-17
"Lus10019448.g.BGIv1.0",1.09487663979055,4.42187251407997,2.05288687148084e-18,7.99650942564013e-17
"Lus10032331.g.BGIv1.0",-2.45279083375434,2.56418809840381,2.14374507171513e-18,8.32060196540434e-17
"Lus10029950.g.BGIv1.0",-1.38131400227857,3.76707763150258,2.18197812107094e-18,8.46144254246876e-17
"Lus10000316.g.BGIv1.0",1.05216297656136,4.39462012020331,2.47078029839326e-18,9.54731469790698e-17
"Lus10005399.g.BGIv1.0",-1.09563594677266,3.92179532215764,2.54869716426488e-18,9.83964604154162e-17
"Lus10014881.g.BGIv1.0",1.46268172990851,3.69146024242609,2.61181176518927e-18,1.0074362843349e-16
"Lus10004720.g.BGIv1.0",1.03636997877549,4.80401651178567,3.19025866197763e-18,1.21973381086042e-16
"Lus10020449.g.BGIv1.0",1.3595395492517,3.82307210185991,3.51407788730516e-18,1.33882979701177e-16
"Lus10029883.g.BGIv1.0",1.09528480943188,5.16623107973813,3.65355644121764e-18,1.38953413872416e-16
"Lus10036046.g.BGIv1.0",1.5447659163957,3.40273574600925,3.73819622293628e-18,1.41924129263985e-16
"Lus10029341.g.BGIv1.0",-1.41991888400156,3.58618221042957,3.86446169413878e-18,1.46589890319291e-16
"Lus10024583.g.BGIv1.0",-1.08911689162383,4.06574854022765,3.99775001529826e-18,1.5124994857705e-16
"Lus10010866.g.BGIv1.0",-1.35505038252175,3.52627360144994,4.03387195872045e-18,1.52358290972478e-16
"Lus10013074.g.BGIv1.0",1.55714771135996,4.1297262929748,4.03405472405334e-18,1.52358290972478e-16
"Lus10039378.g.BGIv1.0",-2.69165659683966,1.59438522254458,4.06985209876741e-18,1.53576858147151e-16
"Lus10009937.g.BGIv1.0",-4.16133248269192,1.41603864918241,4.92732394176416e-18,1.85450821707731e-16
"Lus10016323.g.BGIv1.0",-1.73650166746885,3.08514759127991,5.30897632183213e-18,1.99469757723738e-16
"Lus10013018.g.BGIv1.0",1.00843094642871,4.13427906518347,5.36171819383558e-18,2.01277419347346e-16
"Lus10000971.g.BGIv1.0",1.33398729901138,3.91459219414133,6.83747750137914e-18,2.55353938541626e-16
"Lus10006926.g.BGIv1.0",-3.19649220938341,1.37969924169691,7.43294811569215e-18,2.76641855768196e-16
"Lus10008410.g.BGIv1.0",-2.78786918803356,1.90039748104207,8.08193538491341e-18,3.0028189155348e-16
"Lus10032137.g.BGIv1.0",1.22222764795468,3.70442142099824,8.14187911323614e-18,3.02250748874029e-16
"Lus10007348.g.BGIv1.0",1.03815261276575,4.60054710855093,8.22896035353803e-18,3.05222811884515e-16
"Lus10006925.g.BGIv1.0",-2.94805893714281,1.66676091611101,1.06908773043514e-17,3.93516619218849e-16
"Lus10021221.g.BGIv1.0",1.51299406813252,3.15033397246404,1.09835666506811e-17,4.03948076033637e-16
"Lus10027054.g.BGIv1.0",1.05115081707054,4.13817801281629,1.13632240042521e-17,4.17204992135848e-16
"Lus10005141.g.BGIv1.0",1.38962539846493,4.07752180409126,1.22670088469416e-17,4.49249487435045e-16
"Lus10030577.g.BGIv1.0",-1.42581705860102,3.51842360406804,1.23483758308312e-17,4.51848691702072e-16
"Lus10022642.g.BGIv1.0",-4.39843723817724,1.21334312222179,1.24670887978528e-17,4.55581322549514e-16
"Lus10041713.g.BGIv1.0",-1.50741737576268,3.48436129635388,1.32843511164634e-17,4.84060375007361e-16
"Lus10007601.g.BGIv1.0",1.46772866982322,3.29266112930108,1.44556432397602e-17,5.24980173162587e-16
"Lus10040918.g.BGIv1.0",1.54587862747969,3.12954706580183,1.45096289110206e-17,5.26500900159413e-16
"Lus10036343.g.BGIv1.0",-1.09653044793465,4.33990225646797,1.60693375201864e-17,5.81640442414672e-16
"Lus10034238.g.BGIv1.0",1.64314457999217,3.05541380691498,1.95512155037708e-17,7.04151523748485e-16
"Lus10039209.g.BGIv1.0",-2.47252496605042,1.85360738084266,1.97587072616662e-17,7.11035400142295e-16
"Lus10030134.g.BGIv1.0",1.60544938607469,3.35214008077579,2.04157597338167e-17,7.334656953626e-16
"Lus10028392.g.BGIv1.0",1.04298942149983,4.17051871333039,2.08518533374492e-17,7.48514381859831e-16
"Lus10022617.g.BGIv1.0",2.09747343795396,2.20158015820546,2.23370350658783e-17,8.00505565827531e-16
"Lus10015221.g.BGIv1.0",2.3634654410389,2.02048061810338,2.2890517215046e-17,8.19665299716035e-16
"Lus10020950.g.BGIv1.0",-1.21310350669843,3.6679185771678,2.35933585035389e-17,8.43443164068535e-16
"Lus10041724.g.BGIv1.0",1.0354292745072,4.19178792596512,2.46611796136018e-17,8.80169243828311e-16
"Lus10006317.g.BGIv1.0",-1.18692864115592,3.89623775196903,2.70611083213755e-17,9.64240524457799e-16
"Lus10001626.g.BGIv1.0",-1.55849845885891,2.9967843180246,3.06684307112971e-17,1.08831620526596e-15
"Lus10029765.g.BGIv1.0",1.39284834395517,3.29868607910927,3.18437939743646e-17,1.12818383688639e-15
"Lus10027142.g.BGIv1.0",1.47339011011849,3.44237390878637,3.32351594514819e-17,1.17556193369843e-15
"Lus10005037.g.BGIv1.0",-2.60161811625421,2.20967901913752,3.46281487094181e-17,1.22284342205289e-15
"Lus10037273.g.BGIv1.0",1.09881473710741,4.21197226002792,3.50194491316585e-17,1.23565785162527e-15
"Lus10008251.g.BGIv1.0",2.14145441099481,2.17935537982008,3.77055915021028e-17,1.32613249853391e-15
"Lus10015538.g.BGIv1.0",-1.00958468732423,4.13025768463504,3.85442987663453e-17,1.35453452843314e-15
"Lus10036550.g.BGIv1.0",-1.24715468406691,3.90147415149371,4.18551083166526e-17,1.46732533357517e-15
"Lus10002472.g.BGIv1.0",1.18358220846315,3.79217428250051,4.57518877182106e-17,1.59749422570147e-15
"Lus10000803.g.BGIv1.0",1.44501609019765,3.26213591206651,4.94395736489569e-17,1.72072674627206e-15
"Lus10026525.g.BGIv1.0",1.09800937242763,4.14420205048198,6.27800894185652e-17,2.17459224471271e-15
"Lus10007052.g.BGIv1.0",1.11612246724299,3.83507209406533,6.64724959886608e-17,2.29699989914394e-15
"Lus10032035.g.BGIv1.0",-1.64613822413831,3.56861819306968,6.82521739364256e-17,2.3547541691987e-15
"Lus10042983.g.BGIv1.0",1.1698782502809,3.79752873955282,7.17426330916261e-17,2.47125515303176e-15
"Lus10013880.g.BGIv1.0",-2.56406062896096,2.01685506210272,7.63261107640163e-17,2.62497813372037e-15
"Lus10033043.g.BGIv1.0",1.1791629519495,3.69146509798508,7.81303160446915e-17,2.68490353263145e-15
"Lus10027145.g.BGIv1.0",-1.99392564890699,2.88942121237422,8.36572208084786e-17,2.87029443233258e-15
"Lus10032943.g.BGIv1.0",-2.11985139888476,2.32951668304252,9.23294307616764e-17,3.16284687520948e-15
"Lus10041851.g.BGIv1.0",1.22878498507355,3.50489375252674,1.06747905842161e-16,3.64241618121239e-15
"Lus10003096.g.BGIv1.0",-1.04446925578484,4.00066924318141,1.08776884945738e-16,3.7025179444451e-15
"Lus10010534.g.BGIv1.0",-1.01962148248044,4.03415853809773,1.08849990407417e-16,3.7025179444451e-15
"Lus10022077.g.BGIv1.0",1.20136285430798,4.12171987039619,1.16267616391463e-16,3.93941508351778e-15
"Lus10024044.g.BGIv1.0",1.08211597435012,4.71858680797097,1.20784278565837e-16,4.08290308984098e-15
"Lus10012724.g.BGIv1.0",-1.7653092301116,2.54210541750374,1.40766535433757e-16,4.7326079364585e-15
"Lus10014109.g.BGIv1.0",-1.9390317931156,2.30412710330336,1.43737414368945e-16,4.82875513140061e-15
"Lus10005480.g.BGIv1.0",1.29926825881122,3.49879754726994,1.76269121475812e-16,5.89430383051924e-15
"Lus10013356.g.BGIv1.0",-2.7763612339688,1.60147889920136,1.78219504277459e-16,5.95494240618402e-15
"Lus10007817.g.BGIv1.0",1.22409963042619,3.67282172514181,2.22906741846548e-16,7.39693051512311e-15
"Lus10003305.g.BGIv1.0",1.04849869781055,4.1753002698059,3.12459605465017e-16,1.02823099993715e-14
"Lus10000242.g.BGIv1.0",3.1808459752876,1.43663245626505,3.30496449054691e-16,1.08430272730992e-14
"Lus10036396.g.BGIv1.0",-4.61168108921214,0.788837305912625,4.0846414944509e-16,1.32411223270153e-14
"Lus10010153.g.BGIv1.0",-1.19737034592885,3.96886747539515,4.25146262439706e-16,1.3771634258209e-14
"Lus10002097.g.BGIv1.0",1.19863247399856,3.79538719845453,4.34650619651514e-16,1.40690224027334e-14
"Lus10027143.g.BGIv1.0",-1.07249704793136,3.97671563550966,4.4480688877078e-16,1.43870537661864e-14
"Lus10019931.g.BGIv1.0",1.08672918926983,4.62073051241523,4.61998580957977e-16,1.49098294824233e-14
"Lus10001362.g.BGIv1.0",1.37248014373311,3.18468425517263,4.82298016193476e-16,1.55418658724585e-14
"Lus10013770.g.BGIv1.0",-5.11517983968409,0.77364056794608,5.08912860052179e-16,1.6351035431876e-14
"Lus10032008.g.BGIv1.0",1.48285944472921,2.94407762003861,5.76366979040169e-16,1.84365334406587e-14
"Lus10034835.g.BGIv1.0",-1.93678344072048,2.41167073752085,6.06369820879309e-16,1.9367746130378e-14
"Lus10034255.g.BGIv1.0",-3.23619112907796,1.07921000229802,7.67530788390632e-16,2.43720459475012e-14
"Lus10010570.g.BGIv1.0",1.1309743136757,4.28430424772364,8.01420229704881e-16,2.5392520995263e-14
"Lus10024664.g.BGIv1.0",1.06489700475052,3.75712389938743,8.32814206610292e-16,2.63488110448006e-14
"Lus10034740.g.BGIv1.0",2.35071291663545,2.08657119640453,8.54710774792599e-16,2.70219142480066e-14
"Lus10004689.g.BGIv1.0",1.06447017613818,3.95723191673527,1.01790260862896e-15,3.20414513393987e-14
"Lus10040382.g.BGIv1.0",-4.51252709093156,0.698984049121908,1.02045432756373e-15,3.20985311675275e-14
"Lus10018784.g.BGIv1.0",-4.90572698223017,0.586108935150914,1.05667128156986e-15,3.31897090181529e-14
"Lus10021333.g.BGIv1.0",-1.23245439863744,3.33490617027241,1.07521551795668e-15,3.37477933437508e-14
"Lus10028994.g.BGIv1.0",1.17823391047777,3.72697011446,1.07680812725772e-15,3.37733954545602e-14
"Lus10041087.g.BGIv1.0",1.09960310212732,4.21524480520222,1.29199519248239e-15,4.0318968422399e-14
"Lus10013595.g.BGIv1.0",-3.59130319434698,0.928435877709518,1.38840000192195e-15,4.32343384552645e-14
"Lus10025722.g.BGIv1.0",1.02799895757619,3.97106348659822,1.452091109953e-15,4.51529704154269e-14
"Lus10013090.g.BGIv1.0",1.38922183499063,3.55774743503755,1.46294796197855e-15,4.54580492174192e-14
"Lus10028966.g.BGIv1.0",1.49342342755937,2.82304657446751,1.5077465962617e-15,4.67831922099161e-14
"Lus10039451.g.BGIv1.0",1.24094493745968,3.6322631854587,1.68279437837788e-15,5.2103101440502e-14
"Lus10042486.g.BGIv1.0",-1.98753897644237,2.78834053550146,1.75079164156805e-15,5.41698672246297e-14
"Lus10005699.g.BGIv1.0",1.65902422968526,2.72402369208244,1.76549679124998e-15,5.45859964526514e-14
"Lus10012879.g.BGIv1.0",-1.08376605233435,4.07869805298509,1.78723129939364e-15,5.51794970283672e-14
"Lus10018451.g.BGIv1.0",1.04265317792177,4.03542274553532,1.86384725999557e-15,5.74226110838183e-14
"Lus10014284.g.BGIv1.0",-2.44393982478968,1.77575718580378,1.89905403895334e-15,5.84244714277004e-14
"Lus10012065.g.BGIv1.0",-4.98015837877214,0.651515854988208,2.05997571773793e-15,6.31963333985783e-14
"Lus10019719.g.BGIv1.0",1.07822580773401,3.77443145834389,2.10411040950395e-15,6.4504783929158e-14
"Lus10018087.g.BGIv1.0",1.17493660365346,3.7167835912,2.13349491638517e-15,6.53134912043518e-14
"Lus10014086.g.BGIv1.0",1.48300292990988,3.11452814022915,2.3480553091667e-15,7.17808103690476e-14
"Lus10018603.g.BGIv1.0",1.11068813282751,4.08024048487974,2.81443312144173e-15,8.56166705543691e-14
"Lus10001766.g.BGIv1.0",-1.0735325651366,3.72340107797465,2.92910739540989e-15,8.89805923031888e-14
"Lus10031230.g.BGIv1.0",-1.0315891184095,3.90608031692763,2.94251253315377e-15,8.93253926876588e-14
"Lus10019924.g.BGIv1.0",-1.17488619323119,3.47071647370662,2.99843286448808e-15,9.09594382778516e-14
"Lus10001640.g.BGIv1.0",-1.36986012335938,3.23418555718107,3.40776615562692e-15,1.03089076236087e-13
